NLectura,Millis,Altura,AcelX,AcelY,AcelZ,MagX,MagY,MagZ,GyroX,GyroY,GyroZ,Estado
42,3919,3081.00,-0.57,0.64,0.45,-0.09,0.69,-0.62,0.84,1.12,1.33,Q
43,3944,3081.00,-0.51,0.78,0.42,-0.09,0.69,-0.62,0.07,0.28,0.91,Q
44,3969,3081.00,-0.55,0.75,0.41,-0.09,0.69,-0.62,0.21,2.31,0.91,Q
45,3992,3081.00,-0.57,0.75,0.57,-0.09,0.70,-0.63,1.19,4.69,-0.63,Q
46,4021,3081.00,-0.65,0.74,0.45,-0.09,0.70,-0.63,1.12,3.99,0.07,Q
47,4045,3081.00,-0.62,0.74,0.43,-0.09,0.70,-0.62,0.84,4.69,0.70,Q
48,4069,3081.00,-0.55,0.73,0.46,-0.09,0.70,-0.62,0.21,8.75,3.08,Q
49,4093,3081.00,-0.52,0.70,0.45,-0.09,0.70,-0.62,-0.84,26.11,6.37,Q
50,4117,3081.00,-0.55,0.66,0.48,-0.09,0.69,-0.61,2.80,32.69,5.60,Q
51,4142,3081.00,-0.56,0.73,0.46,-0.09,0.69,-0.61,18.69,29.12,-1.54,Q
52,4166,3081.00,-0.62,0.73,0.39,-0.09,0.69,-0.61,14.56,15.12,-6.58,Q
53,4195,3081.00,-0.61,0.71,0.51,-0.08,0.69,-0.60,15.33,11.27,-5.67,Q
54,4218,3081.00,-0.58,0.78,0.43,-0.08,0.69,-0.60,23.73,3.43,-9.03,Q
55,4243,3081.00,-0.66,0.77,0.36,-0.08,0.69,-0.60,24.43,2.10,-11.13,Q
56,4268,3081.00,-0.69,0.88,0.37,-0.08,0.70,-0.59,20.37,15.12,-1.47,Q
57,4292,3081.00,-0.60,0.68,0.41,-0.08,0.70,-0.59,26.95,11.62,4.48,Q
58,4316,3081.00,-0.69,0.77,0.34,-0.08,0.70,-0.59,27.30,4.20,-4.69,Q
59,4340,3081.00,-0.57,0.81,0.34,-0.08,0.70,-0.59,30.17,7.28,2.73,Q
60,4365,3081.00,-0.55,0.83,0.34,-0.08,0.70,-0.59,19.81,7.14,-1.47,Q
61,4407,3082.00,-0.56,0.73,0.47,-0.07,0.69,-0.58,24.43,11.55,-6.16,A
62,4430,3082.00,-0.66,0.77,0.30,-0.07,0.69,-0.58,25.90,17.08,-3.85,Q
63,4455,3082.00,-0.67,0.82,0.29,-0.07,0.70,-0.58,31.01,17.36,-2.03,Q
64,4480,3082.00,-0.72,0.77,0.21,-0.07,0.70,-0.58,32.34,13.16,-4.55,Q
65,4503,3082.00,-0.56,0.75,0.38,-0.07,0.70,-0.58,23.52,12.46,0.49,Q
66,4528,3082.00,-0.63,0.78,0.20,-0.06,0.69,-0.57,29.05,9.94,-0.98,Q
67,4552,3082.00,-0.67,0.85,0.40,-0.06,0.69,-0.57,26.60,0.56,-6.65,Q
68,4580,3082.00,-0.64,0.85,0.25,-0.06,0.69,-0.57,28.49,-1.75,0.14,Q
69,4604,3081.00,-0.61,0.80,0.20,0.13,0.69,-0.74,23.94,0.56,-0.07,D
70,4629,3081.00,-0.58,0.84,0.19,0.13,0.69,-0.74,14.07,6.30,-3.36,Q
71,4653,3081.00,-0.64,0.80,0.19,0.13,0.69,-0.74,6.44,11.48,-7.21,Q
72,4677,3081.00,-0.65,0.80,0.27,0.13,0.69,-0.74,29.96,36.82,8.68,Q
73,4702,3081.00,-0.67,0.84,0.22,0.13,0.69,-0.74,39.62,39.48,10.57,Q
74,4725,3081.00,-0.68,0.80,0.05,0.13,0.69,-0.72,30.52,38.08,9.10,Q
75,4750,3082.00,-0.66,0.84,0.15,0.13,0.69,-0.72,12.32,13.79,5.25,A
76,4779,3082.00,-0.59,0.70,0.18,0.13,0.69,-0.72,0.56,-1.89,-7.70,Q
77,4802,3082.00,-0.66,0.70,0.09,0.13,0.69,-0.73,10.99,13.30,-8.05,Q
78,4827,3082.00,-0.60,0.84,0.04,0.13,0.69,-0.73,13.51,45.57,3.85,Q
79,4851,3082.00,-0.67,0.79,0.03,0.13,0.69,-0.73,26.60,63.42,6.30,Q
80,4875,3082.00,-0.72,0.77,0.00,0.14,0.69,-0.69,29.26,72.59,9.24,Q
81,4914,3082.00,-0.68,0.80,0.06,0.14,0.69,-0.69,11.48,67.20,14.42,Q
82,4937,3082.00,-0.53,0.82,-0.20,0.14,0.68,-0.65,20.23,91.70,25.41,Q
83,4966,3082.00,-0.63,0.87,-0.07,0.14,0.68,-0.65,9.59,152.74,40.46,Q
84,4990,3082.00,-0.68,0.83,-0.02,0.14,0.68,-0.65,3.01,150.99,41.79,Q
85,5015,3082.00,-0.62,0.87,-0.08,0.13,0.66,-0.57,1.54,109.97,28.77,Q
86,5039,3082.00,-0.65,0.82,-0.13,0.13,0.66,-0.57,7.14,66.15,10.15,Q
87,5063,3082.00,-0.59,0.82,-0.14,0.13,0.66,-0.57,12.95,56.63,8.61,Q
88,5088,3082.00,-0.55,0.88,-0.25,0.13,0.66,-0.57,-2.10,45.71,9.80,Q
89,5112,3082.00,-0.62,0.91,-0.23,0.13,0.66,-0.57,-18.97,48.02,13.02,Q
90,5140,3082.00,-0.65,0.82,-0.20,0.30,0.64,-0.69,-27.51,36.68,8.82,Q
91,5165,3081.00,-0.55,0.85,-0.23,0.30,0.64,-0.69,-3.50,9.73,8.05,D
92,5189,3081.00,-0.59,0.84,-0.18,0.30,0.64,-0.69,1.82,2.52,7.91,Q
93,5213,3081.00,-0.54,0.88,-0.27,0.30,0.64,-0.70,-9.38,-0.49,2.80,Q
94,5237,3081.00,-0.66,0.91,-0.22,0.30,0.64,-0.70,-20.23,-1.05,0.56,Q
95,5262,3081.00,-0.60,0.87,-0.12,0.30,0.64,-0.70,-21.42,-5.32,6.23,Q
96,5286,3081.00,-0.59,0.84,-0.13,0.30,0.63,-0.69,-18.20,-33.60,1.96,Q
97,5310,3081.00,-0.47,0.80,-0.16,0.30,0.63,-0.69,-4.69,-31.57,-0.42,Q
98,5339,3081.00,-0.35,0.85,-0.22,0.29,0.64,-0.71,0.28,6.79,1.05,Q
99,5363,3081.00,-0.48,0.82,-0.16,0.29,0.64,-0.71,5.81,62.23,14.00,Q
100,5387,3081.00,-0.52,0.80,0.08,0.29,0.64,-0.71,15.82,76.44,18.90,Q
101,5426,3081.00,-0.38,0.98,-0.31,0.28,0.63,-0.67,26.60,73.15,13.65,Q
102,5450,3081.00,-0.41,0.94,-0.44,0.28,0.63,-0.67,13.37,111.23,17.36,Q
103,5475,3082.00,-0.50,0.97,-0.29,0.25,0.62,-0.61,4.27,136.99,22.26,A
104,5498,3082.00,-0.63,0.82,-0.25,0.25,0.62,-0.61,7.49,112.77,13.65,Q
105,5527,3082.00,-0.47,0.80,-0.19,0.25,0.62,-0.61,13.30,51.80,0.42,Q
106,5552,3082.00,-0.43,0.81,-0.26,0.22,0.62,-0.58,22.54,45.15,1.89,Q
107,5576,3082.00,-0.52,0.99,-0.45,0.22,0.62,-0.58,24.22,49.00,11.06,Q
108,5600,3082.00,-0.48,0.90,-0.38,0.22,0.62,-0.58,2.59,28.00,15.12,Q
109,5624,3082.00,-0.37,0.83,-0.36,0.22,0.62,-0.57,1.33,-9.59,3.71,Q
110,5649,3082.00,-0.37,0.83,-0.32,0.22,0.62,-0.57,10.99,-10.99,2.38,Q
111,5673,3082.00,-0.43,0.88,-0.38,0.22,0.62,-0.57,15.19,-0.56,8.40,Q
112,5701,3082.00,-0.39,0.86,-0.40,0.22,0.62,-0.57,4.06,-2.17,4.90,Q
113,5726,3082.00,-0.35,0.84,-0.50,0.22,0.62,-0.57,4.90,-6.23,2.45,Q
114,5750,3082.00,-0.32,0.86,-0.35,0.22,0.63,-0.57,5.95,-3.50,1.61,Q
115,5775,3082.00,-0.41,0.84,-0.35,0.22,0.63,-0.57,6.23,1.61,3.99,Q
116,5798,3082.00,-0.43,0.81,-0.48,0.22,0.63,-0.57,7.35,-2.10,6.09,Q
117,5823,3082.00,-0.40,0.85,-0.31,0.21,0.63,-0.57,9.80,-15.61,1.40,Q
118,5848,3082.00,-0.38,0.91,-0.49,0.21,0.63,-0.57,16.87,-22.12,1.19,Q
119,5872,3082.00,-0.34,0.94,-0.52,0.21,0.63,-0.57,-3.85,-24.92,-5.11,Q
120,5900,3082.00,-0.32,0.90,-0.37,0.22,0.63,-0.57,-16.52,-4.55,0.00,Q
