NLectura,Millis,Altura,AcelX,AcelY,AcelZ,MagX,MagY,MagZ,GyroX,GyroY,GyroZ,Estado
94,5030,3074.00,-0.01,1.06,0.00,-0.28,0.36,-0.87,0.98,-1.47,1.33,Q
95,5055,3074.00,0.00,1.03,-0.03,-0.28,0.36,-0.87,1.05,-1.12,1.54,Q
96,5079,3074.00,-0.03,1.06,-0.06,-0.28,0.36,-0.86,1.05,-1.19,0.91,Q
97,5103,3074.00,-0.01,1.05,-0.08,-0.28,0.36,-0.86,1.12,0.42,1.05,Q
98,5132,3074.00,0.04,1.09,-0.05,-0.28,0.36,-0.86,1.33,0.63,1.19,Q
99,5155,3074.00,-0.06,1.09,-0.01,-0.28,0.36,-0.87,1.40,0.07,1.26,Q
100,5180,3074.00,-0.05,0.96,-0.04,-0.28,0.36,-0.87,1.26,-2.31,0.91,Q
101,5219,3074.00,-0.03,1.12,-0.05,-0.28,0.36,-0.87,1.47,-1.12,1.19,Q
102,5243,3075.00,-0.04,1.05,-0.07,-0.28,0.36,-0.87,1.12,-0.70,1.05,A
103,5268,3075.00,0.03,1.02,-0.02,-0.28,0.36,-0.87,1.61,-1.12,0.63,Q
104,5292,3075.00,-0.04,1.00,-0.03,-0.28,0.36,-0.86,1.05,0.91,1.05,Q
105,5316,3075.00,-0.02,1.09,0.00,-0.28,0.36,-0.86,1.40,1.26,1.47,Q
106,5345,3075.00,-0.02,1.05,0.02,-0.28,0.36,-0.86,1.19,-0.07,0.91,Q
107,5368,3075.00,-0.05,1.09,-0.06,-0.28,0.36,-0.86,1.05,-3.36,1.47,Q
108,5393,3075.00,-0.03,1.06,-0.05,-0.28,0.36,-0.86,1.40,-1.47,1.40,Q
109,5417,3075.00,0.00,1.05,-0.03,-0.28,0.36,-0.87,0.98,1.54,0.98,Q
110,5441,3075.00,0.02,1.07,-0.04,-0.28,0.36,-0.87,1.40,2.10,1.05,Q
111,5466,3075.00,0.00,1.11,-0.05,-0.28,0.36,-0.87,1.40,-0.49,1.26,Q
112,5490,3075.00,0.00,1.05,-0.05,-0.28,0.36,-0.86,1.12,-1.75,1.19,Q
113,5519,3074.00,-0.02,1.05,-0.04,-0.28,0.36,-0.86,1.05,-0.14,1.19,D
114,5542,3074.00,0.00,1.10,0.12,-0.28,0.36,-0.87,1.05,0.14,1.19,Q
115,5567,3074.00,0.00,1.03,-0.03,-0.28,0.36,-0.87,1.40,-1.19,0.91,Q
116,5592,3075.00,-0.02,1.05,-0.02,-0.28,0.36,-0.87,1.33,0.07,1.19,A
117,5615,3075.00,-0.05,1.04,-0.05,-0.28,0.36,-0.86,1.12,0.14,0.84,Q
118,5640,3075.00,-0.05,1.06,-0.05,-0.28,0.36,-0.86,1.19,0.63,1.19,Q
119,5664,3074.00,0.01,1.02,0.02,-0.28,0.36,-0.86,1.33,-0.14,0.77,D
120,5688,3074.00,-0.03,1.05,-0.03,-0.28,0.36,-0.86,1.12,-1.96,0.98,Q
121,5731,3075.00,-0.05,1.05,-0.04,-0.28,0.36,-0.86,1.26,-5.04,1.47,A
122,5755,3075.00,-0.05,1.04,-0.04,-0.28,0.36,-0.87,1.05,-1.05,1.26,Q
123,5780,3075.00,-0.03,1.05,0.09,-0.28,0.36,-0.87,0.98,2.59,0.84,Q
124,5804,3075.00,0.00,1.09,-0.12,-0.28,0.36,-0.87,0.84,2.38,0.98,Q
125,5828,3075.00,-0.02,1.05,0.01,-0.28,0.36,-0.86,1.40,-1.68,1.47,Q
126,5853,3075.00,-0.04,1.05,-0.02,-0.28,0.36,-0.86,0.91,-4.27,0.91,Q
127,5876,3075.00,0.00,1.06,0.00,-0.28,0.36,-0.86,1.26,0.00,0.77,Q
128,5905,3075.00,0.00,1.05,-0.04,-0.28,0.36,-0.86,1.12,0.21,1.12,Q
129,5929,3075.00,-0.02,1.03,-0.03,-0.28,0.36,-0.86,0.84,-1.82,0.98,Q
130,5953,3076.00,-0.03,1.12,-0.06,-0.28,0.36,-0.87,1.05,-1.68,0.91,A
131,5978,3075.00,-0.07,1.20,0.03,-0.28,0.36,-0.87,0.77,0.42,0.91,D
132,6002,3075.00,-0.08,1.05,0.02,-0.28,0.36,-0.87,1.40,0.42,1.26,Q
133,6026,3075.00,-0.06,1.05,-0.07,-0.28,0.36,-0.86,0.56,-2.52,1.12,Q
134,6050,3075.00,-0.06,1.07,-0.09,-0.28,0.36,-0.86,0.77,-2.03,1.33,Q
135,6084,3075.00,-0.02,1.14,0.00,-0.28,0.36,-0.87,0.77,1.26,1.26,Q
136,6109,3075.00,0.03,1.09,-0.01,-0.28,0.36,-0.87,0.63,1.75,1.40,Q
137,6132,3075.00,0.02,1.07,-0.02,-0.28,0.36,-0.87,1.19,-1.33,1.54,Q
138,6157,3074.00,0.02,1.07,-0.04,-0.28,0.36,-0.86,0.91,-1.82,0.84,D
139,6181,3074.00,-0.02,1.05,-0.05,-0.28,0.36,-0.86,0.91,-0.42,1.19,Q
140,6205,3075.00,0.02,1.04,0.00,-0.28,0.36,-0.86,0.98,-1.05,1.33,A
141,6244,3075.00,-0.05,1.07,-0.05,-0.28,0.36,-0.86,1.12,-0.84,0.91,Q
142,6268,3075.00,-0.02,1.10,-0.03,-0.28,0.36,-0.86,1.26,0.21,1.26,Q
143,6297,3075.00,-0.06,1.05,0.00,-0.28,0.36,-0.87,0.91,0.00,0.77,Q
144,6321,3075.00,-0.09,1.07,-0.04,-0.28,0.36,-0.87,1.68,-1.47,0.91,Q
145,6345,3075.00,0.04,1.03,-0.02,-0.28,0.36,-0.87,1.33,-0.70,0.98,Q
146,6370,3075.00,-0.05,1.07,-0.05,-0.28,0.36,-0.87,1.54,0.00,1.26,Q
147,6394,3075.00,0.02,1.06,-0.05,-0.28,0.36,-0.87,1.26,-1.40,1.12,Q
148,6418,3075.00,-0.09,1.04,0.09,-0.28,0.36,-0.87,0.77,-2.31,1.05,Q
149,6443,3075.00,-0.08,1.04,0.03,-0.28,0.36,-0.86,1.19,-0.56,0.91,Q
150,6471,3075.00,-0.03,1.06,-0.16,-0.28,0.36,-0.86,1.05,1.33,0.84,Q
151,6495,3075.00,-0.08,1.05,-0.03,-0.28,0.36,-0.86,0.98,0.56,1.33,Q
152,6519,3075.00,-0.06,1.07,-0.05,-0.28,0.36,-0.86,1.12,-3.15,1.54,Q
153,6544,3075.00,-0.08,1.02,-0.09,-0.28,0.36,-0.86,1.05,-1.33,1.33,Q
154,6568,3075.00,-0.02,1.05,-0.04,-0.28,0.36,-0.87,0.84,-0.28,1.40,Q
155,6592,3075.00,-0.02,1.04,-0.04,-0.28,0.36,-0.87,0.84,0.98,1.05,Q
156,6617,3075.00,-0.02,1.06,-0.02,-0.28,0.36,-0.87,1.19,0.21,1.12,Q
157,6641,3075.00,-0.05,1.05,-0.02,-0.28,0.36,-0.86,0.77,1.40,1.19,Q
158,6669,3075.00,0.00,1.05,-0.03,-0.28,0.36,-0.86,0.91,-16.52,1.05,Q
159,6693,3075.00,-0.02,1.05,-0.08,-0.28,0.36,-0.86,1.26,-2.38,1.12,Q
160,6718,3075.00,-0.03,1.02,-0.04,-0.28,0.36,-0.87,1.54,-2.94,0.77,Q
161,6757,3074.00,0.00,1.07,-0.03,-0.28,0.36,-0.87,1.19,-0.91,1.33,D
162,6780,3074.00,-0.03,1.11,-0.06,-0.28,0.36,-0.86,1.26,2.94,1.40,Q
163,6805,3074.00,-0.04,1.03,-0.05,-0.28,0.36,-0.86,0.63,3.71,0.98,Q
164,6830,3074.00,-0.12,1.05,0.01,-0.28,0.36,-0.86,1.05,2.45,1.12,Q
165,6858,3075.00,-0.02,1.03,-0.12,-0.28,0.36,-0.87,1.12,0.07,1.33,A
166,6882,3074.00,0.00,1.06,-0.02,-0.28,0.36,-0.87,1.19,-4.83,1.40,D
167,6906,3074.00,-0.02,1.01,0.03,-0.28,0.36,-0.86,1.40,-3.99,1.33,Q
168,6931,3074.00,-0.06,1.04,-0.06,-0.28,0.36,-0.86,1.47,-0.84,1.54,Q
169,6955,3074.00,-0.05,1.06,0.00,-0.28,0.36,-0.86,0.42,2.80,0.98,Q
170,6979,3074.00,-0.02,1.03,-0.06,-0.28,0.36,-0.87,0.98,0.07,0.84,Q
171,7004,3075.00,-0.01,1.05,0.00,-0.28,0.36,-0.87,0.70,0.70,1.40,A
172,7031,3075.00,-0.02,1.04,-0.09,-0.28,0.36,-0.87,0.98,-0.42,1.05,Q
173,7056,3074.00,0.06,1.05,-0.05,-0.28,0.36,-0.87,1.33,-1.26,1.05,D
174,7080,3075.00,0.00,1.10,-0.06,-0.28,0.36,-0.87,1.75,-4.06,1.12,A
175,7105,3075.00,-0.02,1.16,-0.03,-0.28,0.36,-0.87,1.05,0.28,1.19,Q
176,7129,3075.00,-0.04,1.05,0.00,-0.28,0.36,-0.87,0.91,2.52,0.84,Q
177,7153,3075.00,0.00,1.09,0.06,-0.28,0.36,-0.87,1.19,0.63,1.19,Q
178,7177,3075.00,0.00,1.02,0.00,-0.28,0.36,-0.87,1.82,-5.32,1.54,Q
179,7201,3075.00,0.00,1.05,-0.03,-0.28,0.36,-0.87,1.54,-4.90,1.40,Q
180,7230,3075.00,-0.04,1.06,0.00,-0.28,0.36,-0.87,1.19,-0.28,1.19,Q
181,7268,3075.00,-0.03,1.05,-0.05,-0.28,0.36,-0.86,1.26,-0.49,1.12,Q
182,7292,3075.00,-0.02,1.05,0.09,-0.28,0.36,-0.86,1.05,2.17,1.05,Q
183,7316,3075.00,-0.09,1.12,0.04,-0.28,0.36,-0.86,0.70,1.96,1.19,Q
184,7341,3075.00,-0.02,1.10,-0.03,-0.28,0.36,-0.86,1.12,-2.38,1.12,Q
185,7365,3074.00,-0.05,1.00,-0.08,-0.28,0.36,-0.86,1.26,-5.39,1.19,D
186,7390,3074.00,-0.06,1.04,-0.08,-0.28,0.36,-0.87,1.19,-1.82,1.19,Q
187,7417,3074.00,0.00,1.05,0.00,-0.28,0.36,-0.87,1.12,2.80,1.19,Q
188,7442,3074.00,0.01,1.02,0.00,-0.28,0.36,-0.87,0.84,2.94,1.19,Q
189,7465,3075.00,-0.04,1.02,0.02,-0.28,0.36,-0.87,1.12,-0.49,1.19,A
190,7490,3075.00,-0.01,1.04,0.00,-0.28,0.36,-0.87,0.56,-1.96,1.75,Q
191,7515,3075.00,0.02,1.04,-0.05,-0.28,0.36,-0.87,1.05,-2.66,1.61,Q
192,7538,3075.00,-0.05,0.99,-0.03,-0.28,0.36,-0.87,1.33,-3.08,0.98,Q
193,7563,3075.00,-0.05,0.98,-0.10,-0.28,0.36,-0.87,1.61,-2.03,1.54,Q
194,7587,3075.00,-0.05,1.03,0.05,-0.28,0.36,-0.87,0.98,0.07,1.19,Q
195,7616,3075.00,0.00,1.02,0.03,-0.28,0.36,-0.87,1.05,2.59,1.19,Q
196,7640,3074.00,-0.03,0.99,-0.05,-0.28,0.36,-0.87,1.26,-0.63,0.84,D
197,7664,3074.00,-0.05,1.10,-0.06,-0.28,0.36,-0.87,1.12,-2.24,1.05,Q
198,7689,3074.00,-0.03,1.05,0.00,-0.28,0.36,-0.87,1.05,-1.82,1.12,Q
199,7712,3074.00,0.00,1.13,-0.02,-0.28,0.36,-0.87,1.40,17.43,1.05,Q
200,7737,3074.00,0.02,1.05,-0.03,-0.28,0.36,-0.87,1.40,0.42,1.26,Q
201,7783,3074.00,-0.08,1.12,-0.03,-0.28,0.36,-0.87,0.91,0.77,1.12,Q
202,7812,3074.00,-0.05,1.09,-0.02,-0.28,0.36,-0.87,1.26,-3.08,1.05,Q
203,7836,3074.00,-0.02,1.13,-0.13,-0.28,0.36,-0.87,1.33,-3.22,1.47,Q
204,7861,3074.00,-0.05,1.00,-0.05,-0.28,0.36,-0.87,0.98,-2.66,1.40,Q
205,7884,3074.00,-0.06,1.01,-0.03,-0.28,0.36,-0.87,0.35,-0.28,1.05,Q
206,7909,3074.00,-0.04,1.05,-0.09,-0.28,0.36,-0.87,0.98,2.52,1.54,Q
207,7933,3074.00,-0.07,1.07,0.01,-0.28,0.36,-0.86,0.70,0.91,0.84,Q
208,7957,3074.00,-0.04,1.08,-0.04,-0.28,0.36,-0.86,1.19,0.63,1.26,Q
209,7982,3074.00,0.00,1.01,-0.05,-0.28,0.36,-0.86,1.40,-2.66,1.19,Q
210,8010,3074.00,-0.02,1.12,-0.15,-0.28,0.36,-0.86,1.19,-3.08,0.98,Q
211,8035,3074.00,-0.02,1.05,0.00,-0.28,0.36,-0.86,1.40,-2.38,1.40,Q
212,8058,3074.00,-0.02,1.05,-0.07,-0.28,0.36,-0.87,0.98,1.47,1.26,Q
213,8083,3074.00,-0.02,1.09,0.05,-0.28,0.36,-0.87,1.26,1.89,1.12,Q
214,8108,3075.00,-0.03,1.04,0.00,-0.28,0.36,-0.87,0.77,-0.91,1.19,A
215,8131,3075.00,-0.05,1.11,-0.02,-0.28,0.36,-0.87,0.56,-1.19,0.84,Q
216,8156,3075.00,-0.03,1.05,-0.06,-0.28,0.36,-0.87,0.77,-1.75,0.91,Q
217,8184,3075.00,0.02,1.05,-0.02,-0.28,0.36,-0.87,0.84,-1.68,1.05,Q
218,8208,3075.00,-0.04,1.05,0.05,-0.28,0.36,-0.87,0.98,-2.94,1.26,Q
219,8232,3074.00,-0.02,1.05,-0.04,-0.28,0.36,-0.87,0.98,0.98,1.26,D
220,8257,3074.00,0.00,1.05,-0.04,-0.28,0.36,-0.87,0.98,1.68,1.05,Q
221,8296,3074.00,0.00,1.06,-0.06,-0.28,0.36,-0.87,0.77,-0.63,1.19,Q
222,8320,3074.00,0.03,1.06,-0.05,-0.28,0.36,-0.87,0.98,-1.82,1.26,Q
223,8344,3073.00,-0.01,1.07,-0.04,-0.28,0.36,-0.86,1.12,-0.28,1.05,D
224,8373,3073.00,-0.05,1.06,-0.05,-0.28,0.36,-0.86,1.12,-0.77,1.19,Q
225,8397,3073.00,-0.05,1.09,0.00,-0.28,0.36,-0.86,0.91,-2.52,0.91,Q
226,8421,3074.00,0.00,1.10,-0.05,-0.28,0.36,-0.86,1.12,-0.98,1.26,A
227,8445,3074.00,-0.04,1.06,-0.02,-0.28,0.36,-0.86,0.77,2.03,0.98,Q
228,8470,3074.00,-0.04,1.09,0.09,-0.28,0.36,-0.87,1.12,-0.49,1.47,Q
229,8494,3074.00,0.00,1.05,-0.07,-0.28,0.36,-0.87,1.19,-3.29,1.12,Q
230,8518,3074.00,0.00,1.02,0.00,-0.28,0.36,-0.87,1.40,-1.47,1.26,Q
231,8543,3074.00,-0.02,1.05,-0.01,-0.28,0.36,-0.87,1.40,0.28,0.98,Q
232,8570,3075.00,-0.03,1.05,-0.05,-0.28,0.36,-0.87,0.91,0.91,1.47,A
233,8595,3075.00,0.04,1.06,0.00,-0.28,0.36,-0.87,1.61,-2.94,0.91,Q
234,8620,3075.00,-0.03,1.08,-0.03,-0.28,0.36,-0.86,0.84,-0.28,0.98,Q
235,8643,3075.00,-0.05,1.04,-0.08,-0.28,0.36,-0.86,0.98,0.35,1.05,Q
236,8668,3075.00,-0.04,1.06,-0.05,-0.28,0.36,-0.87,0.98,-2.38,1.19,Q
237,8692,3075.00,-0.01,1.05,0.05,-0.28,0.36,-0.87,1.40,-1.54,1.47,Q
238,8717,3075.00,-0.04,1.05,-0.07,-0.28,0.36,-0.87,1.33,-0.21,1.19,Q
239,8744,3074.00,-0.06,1.05,-0.05,-0.28,0.36,-0.87,0.77,2.52,0.77,D
240,8769,3074.00,0.00,1.05,-0.09,-0.28,0.36,-0.87,0.84,-0.49,0.98,Q
241,8808,3074.00,-0.05,1.06,-0.03,-0.28,0.36,-0.87,0.98,-1.68,1.26,Q
242,8833,3074.00,-0.05,1.10,-0.02,-0.28,0.36,-0.87,1.19,-0.28,1.19,Q
243,8856,3074.00,-0.04,1.04,0.00,-0.28,0.36,-0.87,0.91,-0.42,1.26,Q
244,8881,3074.00,-0.02,1.06,-0.02,-0.28,0.36,-0.86,1.54,-1.19,1.12,Q
245,8905,3074.00,-0.05,1.09,0.02,-0.28,0.36,-0.86,1.05,1.82,1.05,Q
246,8929,3075.00,-0.02,1.00,-0.03,-0.28,0.36,-0.86,0.98,1.47,0.98,A
247,8957,3075.00,0.00,1.13,-0.04,-0.28,0.36,-0.87,1.12,-2.52,1.12,Q
248,8982,3075.00,-0.10,1.04,-0.09,-0.28,0.36,-0.87,1.19,-4.69,1.33,Q
249,9007,3075.00,-0.03,1.09,-0.02,-0.28,0.36,-0.86,1.33,-0.42,1.12,Q
250,9030,3075.00,-0.05,1.04,0.00,-0.28,0.36,-0.86,0.77,1.61,1.05,Q
251,9055,3074.00,-0.01,1.09,-0.01,-0.28,0.36,-0.86,1.12,-0.84,1.26,D
252,9079,3074.00,-0.04,1.05,-0.06,-0.28,0.36,-0.87,1.12,-0.77,1.47,Q
253,9103,3074.00,-0.05,1.07,0.00,-0.28,0.36,-0.87,1.40,0.14,1.26,Q
254,9132,3074.00,-0.04,1.07,0.00,-0.28,0.36,-0.87,1.19,-0.98,1.33,Q
255,9156,3074.00,0.02,1.08,-0.02,-0.28,0.36,-0.87,0.84,-2.24,1.12,Q
256,9181,3074.00,0.00,1.03,-0.03,-0.28,0.36,-0.87,1.05,-0.84,1.19,Q
257,9204,3074.00,-0.03,1.05,-0.02,-0.28,0.36,-0.87,1.19,1.05,0.98,Q
258,9229,3074.00,-0.03,1.11,0.00,-0.28,0.36,-0.86,0.63,0.49,0.91,Q
259,9253,3074.00,-0.02,1.03,-0.04,-0.28,0.36,-0.86,0.91,-1.40,1.33,Q
260,9277,3074.00,0.00,1.05,0.00,-0.28,0.36,-0.86,1.05,-0.98,0.63,Q
261,9320,3074.00,-0.04,1.05,-0.05,-0.28,0.36,-0.86,1.05,0.21,1.47,Q
262,9345,3074.00,-0.02,1.07,-0.04,-0.28,0.36,-0.87,1.05,-3.15,1.19,Q
